777544.449812969	8292756.33823437
777465.427223803	8292695.0566678
777386.404634637	8292633.77510122
777307.382045471	8292572.49353465
777228.359456305	8292511.21196808
777149.336867139	8292449.93040151
777070.314277973	8292388.64883494
776991.291688807	8292327.36726836
777483.168246366	8292835.36082351
777404.1456572	8292774.07925694
777325.123068034	8292712.79769037
777246.100478868	8292651.51612379
777167.077889702	8292590.23455722
777088.055300536	8292528.95299065
777009.03271137	8292467.67142408
776930.010122204	8292406.38985751
777421.886679763	8292914.38341265
777342.864090597	8292853.10184608
777263.841501431	8292791.82027951
777184.818912265	8292730.53871294
777105.796323099	8292669.25714636
777026.773733933	8292607.97557979
776947.751144767	8292546.69401322
776868.728555601	8292485.41244665
777360.60511316	8292993.40600179
777281.582523994	8292932.12443522
777202.559934828	8292870.84286865
777123.537345662	8292809.56130208
777044.514756496	8292748.27973551
776965.492167331	8292686.99816893
776886.469578165	8292625.71660236
776807.446988999	8292564.43503579
777299.323546557	8293072.42859094
777220.300957391	8293011.14702436
777141.278368225	8292949.86545779
777062.255779059	8292888.58389122
776983.233189894	8292827.30232465
776904.210600728	8292766.02075808
776825.188011562	8292704.7391915
777238.041979954	8293151.45118008
777159.019390789	8293090.1696135
777079.996801623	8293028.88804693
777000.974212457	8292967.60648036
776921.951623291	8292906.32491379
776842.929034125	8292845.04334722
777176.760413351	8293230.47376922
777097.737824186	8293169.19220265
777018.71523502	8293107.91063608
776939.692645854	8293046.6290695
776860.670056688	8292985.34750293
777115.478846749	8293309.49635836
777036.456257583	8293248.21479179
776957.433668417	8293186.93322522
776878.411079251	8293125.65165864
