777126.482679208	8293376.87458422
777111.158215971	8293364.68733964
777096.136599756	8293352.12871112
777081.426828702	8293339.20622145
777067.037714148	8293325.92761134
777052.977875356	8293312.30083487
777039.255734346	8293298.33405464
777025.879510856	8293284.03563693
777012.857217413	8293269.41414667
777000.196654535	8293254.47834232
776987.90540606	8293239.23717062
776975.990834601	8293223.69976122
776964.460077137	8293207.87542123
776953.320040739	8293191.77362962
776942.577398428	8293175.40403158
776932.238585185	8293158.7764327
776922.309794088	8293141.90079312
776912.796972609	8293124.78722156
776903.70581905	8293107.44596927
776895.041779125	8293089.88742389
776886.810042705	8293072.12210319
776879.015540704	8293054.16064884
776871.662942128	8293036.01381997
776864.756651275	8293017.69248676
776858.300805102	8292999.20762392
776852.299270743	8292980.57030413
776846.755643192	8292961.79169136
776841.673243152	8292942.88303425
776837.055115046	8292923.85565932
776832.90402519	8292904.72096421
776829.222460141	8292885.49041085
776826.012625201	8292866.17551857
776823.276443104	8292846.78785725
776821.015552856	8292827.33904034
776819.23130876	8292807.84071793
776817.9247796	8292788.30456976
776817.096748004	8292768.74229822
776816.747709973	8292749.16562138
776816.877874586	8292729.58626589
776817.487163872	8292710.01596006
776818.575212859	8292690.46642673
776820.141369792	8292670.94937633
776822.184696523	8292651.47649982
776824.703969074	8292632.05946169
776827.697678368	8292612.709893
776831.164031137	8292593.43938438
776835.100950989	8292574.25947911
776839.506079662	8292555.18166621
776844.376778426	8292536.21737351
776849.710129672	8292517.37796088
776855.502938655	8292498.67471335
776861.751735408	8292480.11883442
776868.452776823	8292461.72143928
776875.602048893	8292443.49354821
776883.195269111	8292425.44607995
776891.227889044	8292407.58984516
776899.69509705	8292389.93553995
776908.591821164	8292372.49373947
776917.912732136	8292355.27489158
776927.652246622	8292338.2893106
776937.80453053	8292321.54717109
776948.363502512	8292305.05850181
776959.322837612	8292288.83317968
776970.675971049	8292272.88092388
776982.416102152	8292257.21129002
777614.601890853	8292747.46772308
777126.482679208	8293376.87458422
