etp_veg,data_voo,n_dias_voo,data_solo,n_dias_solo,bloco,utm-x,utm-y,pH_H2O_sA,pH_SMP_sA,P_sA,K_sA,K_trocavel_sA,MO_sA,Ca_sA,Zn_sA,B_sA,Mn_sA,Fe_sA,Na_sA,S_sA,Mg_sA,pH_H2O_sB,pH_SMP_sB,P_sB,K_sB,K_trocavel_sB,MO_sB,Ca_sB,Zn_sB,B_sB,Mn_sB,Fe_sB,Na_sB,S_sB,Mg_sB,b_avg,b_md,b_sd,b_asm,b_krt,g_avg,g_md,g_sd,g_asm,g_krt,r_avg,r_md,r_sd,r_asm,r_krt,rd_avg,rd_md,rd_sd,rd_asm,rd_krt,nir_avg,nir_md,nir_sd,nir_asm,nir_krt,lwir_avg,lwir_md,lwir_sd,lwir_asm,lwir_krt,ndvi_avg,ndvi_md,ndvi_sd,ndvi_asm,ndvi_krt,ndre_avg,ndre_md,ndre_sd,ndre_asm,ndre_krt,savi_avg,savi_md,savi_sd,savi_asm,savi_krt,sccci_avg,sccci_md,sccci_sd,sccci_asm,sccci_krt,gli_avg,gli_md,gli_sd,gli_asm,gli_krt,mcari_avg,mcari_md,mcari_sd,mcari_asm,mcari_krt,savi_ent,gli_ent,estm_prod,prod
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,11,777325.1230680345,8292712.797690365,6.4,6.6,29.0,74.79,0.19,3.23,5.17,8.19,0.96,1.11,39.55,8.84,,1.22,6.0,6.4,8.37,57.08,0.15,2.72,3.58,3.41,1.05,1.27,55.19,8.98,,2.72,0.024165822193026543,0.02410873956978321,0.008394133299589157,0.4304882943810815,1.237189636343766,0.04157530516386032,0.04141503944993019,0.014521168544888496,0.2294219813321043,0.019167429035809924,0.03269409388303757,0.02990611083805561,0.01814243011176586,3.1155501062267925,15.84005608367201,0.13893237709999084,0.14069905877113342,0.04127628356218338,-0.0673264180665508,-0.39799757089864185,0.37709179520606995,0.3848814070224762,0.10559961199760437,-0.23393707856951382,-0.1386560953317253,30145.826171875,30164.109375,70.20099639892578,-1.821817937139554,4.4698490510159266,0.8334168791770935,0.862675666809082,0.10660769045352936,-3.3818177411088044,13.114615164895678,0.4600968658924103,0.46869194507598877,0.07522965967655182,-1.3595521476020573,3.915525866196841,0.5555791854858398,0.5830013751983643,0.12011696398258209,-1.3438323647912174,1.9575365382733692,0.551311731338501,0.5500466823577881,0.047112204134464264,0.18747871926389037,1.047534893525027,0.19760195910930634,0.21446943283081055,0.08375532925128937,-0.8011509276158417,0.16655253704403128,0.4230608344078064,0.43796607851982117,0.17765270173549652,-0.2776435441491566,-0.19420871173599563,6.742556171258564,6.090685089983539,,4609.0257246603
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,12,777246.1004788686,8292651.516123795,6.4,6.7,20.21,139.89,0.36,3.28,5.78,7.32,1.45,1.11,33.57,9.27,,1.57,6.0,6.4,8.59,118.05,0.3,2.59,3.86,3.4,1.33,1.11,47.44,9.68,,2.59,0.023802412673830986,0.023816630244255066,0.008014450781047344,0.3283764100793293,0.8716364290275003,0.041124287992715836,0.041089169681072235,0.014210877940058708,0.1606941936824701,-0.11189797565890247,0.032683879137039185,0.029630638659000397,0.01826142892241478,2.871661048369725,12.613928895723241,0.13639089465141296,0.13834120333194733,0.04048407822847366,-0.11646629365266818,-0.43859232248638946,0.36974671483039856,0.3794248700141907,0.10506204515695572,-0.31612843558756243,-0.22876608491414396,30074.646484375,30084.91015625,81.82551574707031,-0.7509944165467092,0.8722293559719003,0.8292236924171448,0.8622269630432129,0.11337126791477203,-3.2590207741286235,11.837421935106656,0.45857614278793335,0.4692991375923157,0.07955076545476913,-1.4420489746343215,3.9207943881140785,0.5476453900337219,0.578323245048523,0.12392367422580719,-1.3649178277898606,1.8268429137867255,0.5518862009048462,0.551302433013916,0.04849616065621376,0.034857140129383776,1.4235793426904948,0.19585935771465302,0.21379831433296204,0.08406958729028702,-0.8255800787019971,0.15213182438372952,0.4084126949310303,0.4279003143310547,0.17351889610290527,-0.3743446175689582,-0.3146419924813455,6.755447899126486,6.0604489595073865,,5481.8269275686
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,13,777167.0778897025,8292590.234557224,6.2,6.7,29.11,148.3,0.38,3.62,5.7,7.83,1.57,1.11,33.4,11.63,,1.65,6.0,6.5,12.81,145.43,0.37,2.74,4.28,4.28,1.96,1.11,44.16,11.56,,2.74,0.021930910646915436,0.022113418206572533,0.007153340149670839,0.11815195204321224,0.16299294240724072,0.03798515349626541,0.03812377154827118,0.012834724970161915,0.08118956275920197,-0.2213084531231968,0.029338842257857323,0.026598269119858742,0.017317181453108788,3.282465378108937,15.265817871920575,0.12566721439361572,0.12805528938770294,0.0365666002035141,-0.18940827924785805,-0.3980053868116382,0.3498394787311554,0.3610781133174896,0.0957510769367218,-0.4489585325902657,-0.1188025641792887,30107.1796875,30106.845703125,65.4607162475586,-0.26370766196101386,1.916012549428439,0.8370115160942078,0.8688379526138306,0.11670950800180435,-3.54332561852076,13.521540755651866,0.46943360567092896,0.47949910163879395,0.07919145375490189,-1.7716155125634643,5.509438322123637,0.5354600548744202,0.5669307112693787,0.1206551268696785,-1.5387370982328183,2.387550579227365,0.5602244734764099,0.5585367679595947,0.04628570005297661,0.23774622479482369,1.6569741718184412,0.2052120566368103,0.22350740432739258,0.08116860687732697,-1.0396013179790236,0.7140887269099596,0.3924200236797333,0.41344448924064636,0.16270767152309418,-0.4786065249228164,-0.15388044782598254,6.649014720905664,5.96229448480198,,4779.5424804688
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,14,777088.0553005362,8292528.952990651,6.5,6.7,36.56,93.68,0.24,3.64,6.16,8.39,1.28,1.11,33.66,9.17,,1.75,6.2,6.4,11.58,70.88,0.18,3.04,4.43,5.86,1.28,1.24,46.09,10.08,,3.04,0.022890876978635788,0.02300240285694599,0.007509182207286358,0.14972550375454097,0.10879879155992755,0.03951219469308853,0.03951429948210716,0.013433916494250298,0.1307566702089579,-0.1913508294131736,0.030601004138588905,0.02776210755109787,0.018100176006555557,3.3929819876340277,16.832713706995897,0.13119566440582275,0.13336768746376038,0.038373321294784546,-0.17098174634938026,-0.44124517764517357,0.3655405640602112,0.3758086562156677,0.1000366061925888,-0.4058119767004509,-0.10714056856060727,30226.72265625,30238.998046875,58.80583190917969,-1.1658132024466,1.8856290815417713,0.8376696705818176,0.8686460256576538,0.11489377915859222,-3.563999791534267,13.845092478110352,0.47004735469818115,0.4799264073371887,0.07877238094806671,-1.721579044409185,5.370871040589677,0.548951268196106,0.5796535611152649,0.12149789184331894,-1.5507879959874036,2.5047507836191265,0.5604268908500671,0.5593424439430237,0.046037331223487854,0.08001968768255571,1.3677639096303338,0.20434929430484772,0.22274573147296906,0.08129708468914032,-1.0361363808619395,0.6552158325485684,0.40855199098587036,0.4307560622692108,0.1668085902929306,-0.5183219012246454,-0.12190662469264346,6.667769609617161,5.962227803595942,,5062.0512870651
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,15,777009.0327113708,8292467.671424081,6.4,6.6,22.53,93.95,0.24,3.0,5.55,5.73,0.95,12.2,206.34,11.03,,1.22,6.1,6.4,8.9,65.24,0.17,2.64,3.34,2.55,1.01,1.11,46.24,8.48,,2.64,0.023748481646180153,0.02399251237511635,0.00769088976085186,0.09132050221566311,0.12318622496203213,0.04128626361489296,0.04147186875343323,0.013904589228332043,0.0801902606129387,-0.18764426281843205,0.031744882464408875,0.029138974845409393,0.018095381557941437,3.48159393607801,18.24452351621041,0.13604754209518433,0.13869605958461761,0.039952605962753296,-0.1942484111330351,-0.4193878016080701,0.3796159327030182,0.3915943205356598,0.10121322423219681,-0.47871731000908924,-0.06332626581070677,30389.873046875,30353.650390625,178.2353973388672,0.05736664555892066,0.011587245576168304,0.8384391665458679,0.8669909834861755,0.10975545644760132,-3.70211160604474,15.328891601612831,0.47158339619636536,0.480035662651062,0.07957928627729416,-1.542684332561244,4.897017938527418,0.5610697865486145,0.5921354293823242,0.11962858587503433,-1.614795903292189,2.788166529967566,0.561440110206604,0.5600600838661194,0.050892651081085205,0.02399745925953276,1.5759607779239166,0.20549233257770538,0.2235526591539383,0.07935646921396255,-1.0852673642252,0.7982440353048639,0.41863271594047546,0.43894094228744507,0.17184075713157654,-0.43452690893514273,-0.18465875032775836,6.627279507091226,5.941945473433707,,4873.2875343914
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,16,776937.1432604139,8292409.480980653,6.3,6.7,18.69,55.03,0.14,3.51,6.5,6.65,1.08,1.11,32.08,8.79,,1.74,6.3,6.5,11.06,60.81,0.16,2.91,4.06,4.08,0.98,1.11,36.85,9.4,,2.91,0.02833934687077999,0.02632180228829384,0.0132301589474082,1.2992728136725302,3.0835800187134463,0.04977438971400261,0.04579278826713562,0.024020906537771225,1.1722250659610713,1.7572033611114133,0.05945265665650368,0.03526200354099274,0.06279302388429642,2.087038696112092,3.3096931909529657,0.1520066261291504,0.15105965733528137,0.052530016750097275,0.30367927596207783,0.053718046633980165,0.3627892732620239,0.3698112368583679,0.11515296250581741,-0.0969128870067208,-0.567036875003982,30725.662109375,30678.6875,327.31512451171875,0.5025685916779834,1.0253534796298416,0.717822790145874,0.8448871374130249,0.2674749195575714,-1.6246922999641333,1.0737580644126137,0.4028175473213196,0.4581126570701599,0.15895605087280273,-1.3584672111907365,0.7087924360178572,0.4835776686668396,0.562236487865448,0.20410126447677612,-1.0471811275922995,-0.18243627518751193,0.5472009778022766,0.5574313402175903,0.09828682243824005,-1.8918980754942,10.155015651083865,0.1543208211660385,0.1814744919538498,0.10409203916788101,-0.3165143245392267,-1.2024439826504676,0.3296346962451935,0.3638937771320343,0.2103048712015152,-0.1667590263035772,-1.0182114858827984,7.161251059299607,5.586399227914629,,2685.3702748418
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,17,777421.8866797633,8292914.383412651,6.3,6.6,15.62,73.32,0.19,3.0,4.64,6.0,1.11,1.11,36.62,7.54,,1.36,6.0,6.3,7.3,76.63,0.2,2.45,2.97,3.91,1.01,1.59,48.08,8.62,,2.45,0.026730267331004143,0.026887264102697372,0.009024571627378464,0.30621236897324305,0.9521754602557797,0.045932427048683167,0.0461328849196434,0.0153553681448102,0.10586787104310677,-0.16728821265214133,0.03583238646388054,0.03336700424551964,0.018381793051958084,3.043044658015837,15.83790655125992,0.1535712480545044,0.15669319033622742,0.04391549527645111,-0.18391556425967442,-0.5070480497750838,0.4164367914199829,0.4284135103225708,0.11030406504869461,-0.40969406645180617,-0.22704891687529116,30305.580078125,30304.4921875,96.89334869384766,1.2301027750990614,5.355060669983461,0.8353703618049622,0.8612772822380066,0.09903915971517563,-3.636708920803137,15.668219770305278,0.4606095254421234,0.4675029516220093,0.06919584423303604,-1.4187524585140003,4.728112357414237,0.5875645279884338,0.6165168285369873,0.11730658262968063,-1.5141737859742679,2.5829601798666495,0.5509734153747559,0.549415111541748,0.043630439788103104,0.2584206405486572,0.9191110227586079,0.197465181350708,0.21208788454532623,0.0795508548617363,-0.8053162087452389,0.3900566388359832,0.4642990529537201,0.4847434461116791,0.18525293469429016,-0.4079252254291354,-0.19649868780047353,6.65345672459428,6.071397808137027,,4447.0192734874
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,18,777342.8640905978,8292853.10184608,6.5,6.7,21.95,64.37,0.16,3.13,5.61,6.87,1.42,1.11,38.8,7.41,,1.29,6.2,6.4,8.16,72.62,0.19,2.58,3.42,3.34,1.1,1.41,48.47,8.76,,2.58,0.027264157310128212,0.027489550411701202,0.008938929066061974,0.22806613749415638,0.6709118951293238,0.047066882252693176,0.047352924942970276,0.015494689345359802,0.07607649345751219,-0.20494531064612342,0.03603816404938698,0.0335194431245327,0.01888618804514408,3.200383639101582,16.53626801047341,0.15639492869377136,0.15960459411144257,0.04382786899805069,-0.20518654312722448,-0.4797159691607562,0.4303582012653351,0.4435795843601227,0.11065947264432907,-0.46583780838420336,-0.13187812188806136,30240.59765625,30232.12109375,84.14332580566406,0.29532353607593803,-0.5593667525737755,0.8397434949874878,0.8646851778030396,0.09875335544347763,-3.8050846068119695,16.875335183861893,0.4663856625556946,0.47310182452201843,0.07038314640522003,-1.507167738674942,5.270342453889064,0.600485622882843,0.6301088333129883,0.11619522422552109,-1.6489743632073137,3.114767204319346,0.5548081994056702,0.553213357925415,0.04533375799655914,0.20938273933731602,1.376808012709553,0.20454153418540955,0.2217210829257965,0.07745367288589478,-1.07404573822387,0.8419468972914688,0.4812161326408386,0.5034752488136292,0.18633848428726196,-0.4862714306246505,-0.08347748368489993,6.597152307453172,5.945597695577515,,4475.2610577173
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,19,777263.8415014314,8292791.820279505,6.4,6.7,19.92,77.12,0.2,3.13,5.64,5.66,1.16,1.11,35.35,7.59,,1.27,6.2,6.5,9.12,92.61,0.24,2.53,4.32,3.86,1.08,1.11,47.67,11.12,,2.53,0.023560991510748863,0.023707207292318344,0.007947927340865135,0.18522523446580266,0.28454435455383953,0.04139154031872749,0.04150957986712456,0.014319421723484993,0.11956390822513871,-0.16472658374319948,0.030398406088352203,0.028192590922117233,0.016418877989053726,3.0791773629750625,15.586991851219835,0.13595795631408691,0.13749884068965912,0.04112180694937706,-0.013684897351861108,-0.279375539121824,0.37829360365867615,0.3877810537815094,0.10356087237596512,-0.31328502493815613,-0.12652521617259627,30144.98046875,30163.28125,82.0843276977539,-1.0620110430066905,2.9824864861270184,0.8451113104820251,0.8697472214698792,0.1009238064289093,-3.8675749181863477,17.26797828174371,0.47117313742637634,0.47891923785209656,0.07315796613693237,-1.4498700427824267,4.776437603768575,0.5624188184738159,0.589928925037384,0.1165129542350769,-1.4800416543281916,2.5329377986018784,0.5571485757827759,0.5571390390396118,0.04956449568271637,-0.023257053567063035,2.2235110540328895,0.21881622076034546,0.23545852303504944,0.08035385608673096,-1.1131763944468298,1.1453802507962694,0.43921995162963867,0.45109981298446655,0.18114784359931946,-0.1544476169850148,0.28057266046802587,6.668886901805302,5.994792666673213,,4576.2944335938
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,20,777184.8189122656,8292730.5387129355,6.5,6.7,35.43,70.6,0.18,3.26,5.94,6.83,1.13,1.11,40.45,8.28,,1.43,6.3,6.5,5.16,71.35,0.18,2.34,3.53,1.39,0.96,1.11,45.51,7.52,,2.34,0.022546915337443352,0.022439053282141685,0.007847522385418415,0.24610617411104027,0.1229244653818875,0.03959406167268753,0.03912833333015442,0.01454989891499281,0.2797539668804204,-0.03934986806437468,0.02926415018737316,0.026694945991039276,0.016737550497055054,3.1020835223613816,15.07226235967864,0.13023768365383148,0.129511296749115,0.042718131095170975,0.23464972530408926,-0.007401604176706655,0.36055028438568115,0.365004301071167,0.10667620599269867,-0.1513907962160824,-0.1989076830811234,30067.087890625,30074.796875,86.45518493652344,-0.5882997265990305,0.6792979121242868,0.8422459363937378,0.8702417612075806,0.10955556482076645,-3.726739167584644,15.461811924720845,0.46889564394950867,0.4794219732284546,0.07948276400566101,-1.5183304249633545,4.477903286914471,0.5452433228492737,0.5704706907272339,0.12325244396924973,-1.3320647856349845,2.0375379052625915,0.5559696555137634,0.5576337575912476,0.05356356129050255,-0.1552372057962352,1.747656035125897,0.21690000593662262,0.23429670929908752,0.08194662630558014,-1.1004725827514672,0.9992749708403843,0.42379307746887207,0.42478078603744507,0.19424007833003998,0.2603075031702342,0.7352068730324599,6.792774209660352,5.993306679523703,,4541.310546875
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,21,777105.7963230995,8292669.257146367,6.3,6.7,23.04,129.01,0.33,2.94,5.96,7.52,1.3,3.06,105.05,11.39,,1.53,6.1,6.4,8.55,98.44,0.25,2.23,3.56,2.5,1.1,1.11,47.99,8.67,,2.23,0.021618695929646492,0.0218040831387043,0.007263609208166599,0.0700428837080655,-0.14617044255738376,0.03750085458159447,0.03764040395617485,0.013212664984166622,0.0769700105444356,-0.3139962302455306,0.028186975046992302,0.025837412104010582,0.01649952121078968,3.354760705245504,16.839584949393686,0.12182999402284622,0.1237611472606659,0.03728938475251198,-0.14381796934228747,-0.48339036128647184,0.3468274474143982,0.3571299910545349,0.09728731215000153,-0.42027888988876166,-0.16993133026573393,30132.5703125,30131.205078125,57.46196365356445,0.058032526990198265,1.2717689492289805,0.8420886993408203,0.8706361055374146,0.11250881850719452,-3.7747669799161554,15.709359928003494,0.4790898561477661,0.48725786805152893,0.07937761396169662,-1.803188084829082,6.247064710654529,0.5344270467758179,0.564582347869873,0.12016402930021286,-1.5284092606151753,2.438510409034298,0.5679513216018677,0.5660057663917542,0.04854513704776764,0.12114298922629718,2.4296334882731383,0.21162322163581848,0.22840240597724915,0.08322098851203918,-0.9912697418037396,0.7463862771395684,0.3815408945083618,0.39838457107543945,0.1584092229604721,-0.4158705744365283,-0.16219514662423418,6.660046762112868,6.0265366032838426,,4436.849609375
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,22,777026.7737339335,8292607.975579796,6.5,6.8,22.76,62.41,0.16,3.06,5.27,5.8,1.08,1.78,78.99,9.83,,1.27,6.3,6.6,9.16,63.42,0.16,2.26,4.01,2.56,0.95,1.11,41.38,7.76,,2.26,0.022390373051166534,0.02262265235185623,0.007246434688568115,0.056290072731237595,-0.031877822490495866,0.03904173523187637,0.03927772119641304,0.013086436316370964,0.0348851696940997,-0.2766556298276335,0.029164722189307213,0.026872888207435608,0.01642998494207859,3.313136316071691,16.567680352824745,0.12714193761348724,0.12960398197174072,0.03670480102300644,-0.1923134240359401,-0.403231110338655,0.3611546456813812,0.3717207908630371,0.09728964418172836,-0.4333173738231029,-0.08463372873935038,30235.326171875,30240.021484375,45.029151916503906,-1.148130110362828,3.1450610826255216,0.843100368976593,0.8709093332290649,0.10925208032131195,-3.8198982113061177,16.39687798096273,0.47755634784698486,0.48655736446380615,0.07801825553178787,-1.7409148106173895,5.84257142466226,0.5480402112007141,0.5774775743484497,0.11786386370658875,-1.5827169674253738,2.766281018326749,0.5655139088630676,0.5642658472061157,0.04817374795675278,0.1227449537639784,1.723585531900686,0.2141878753900528,0.23157300055027008,0.08097394555807114,-1.0999562874393414,0.9748963718981241,0.4012817442417145,0.4212799668312073,0.16122356057167053,-0.4701155321271078,-0.06543786204581048,6.632711134006176,5.980372196245016,,4347.5296780556
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,23,776947.7511447676,8292546.694013219,6.2,6.6,14.97,114.24,0.29,3.15,4.25,7.36,1.58,1.42,48.95,7.87,,1.13,6.0,6.4,8.73,89.3,0.23,2.36,2.91,2.94,1.6,1.11,45.23,8.35,,2.36,0.023837300017476082,0.02410568669438362,0.007542707491666079,0.020788210976527555,-0.14091011204550874,0.042005013674497604,0.04221796244382858,0.01391275692731142,0.04773677105930496,-0.2674254615266842,0.03061532787978649,0.028856072574853897,0.015486566349864006,3.3449289390518837,19.82553576505487,0.13647520542144775,0.1389300376176834,0.03897469490766525,-0.19027569325767096,-0.40113991719364783,0.38785219192504883,0.39899736642837524,0.09942593425512314,-0.4642604694025006,-0.014455219925349816,30391.578125,30391.873046875,151.17910766601562,-0.056154175163817724,1.25172114447503,0.8478551506996155,0.8700823187828064,0.09418757259845734,-4.047882053961987,19.43741974562513,0.4795878827571869,0.48560094833374023,0.07042612135410309,-1.4769257662277069,5.4255496838953725,0.5726429224014282,0.5999253988265991,0.11132104694843292,-1.6303224247584134,3.14865924457938,0.565065860748291,0.5636954307556152,0.0474674254655838,0.1920935867600677,1.705780275568329,0.21891628205776215,0.23489870131015778,0.07826607674360275,-1.1420752806941585,1.2322230065886721,0.43265074491500854,0.451436311006546,0.16721200942993164,-0.46637314403585983,-0.04640078979457085,6.558515860086315,5.981894852781342,,5185.1934813676
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,24,776887.5736417036,8292493.957021767,6.6,6.9,21.34,147.56,0.38,2.96,6.38,6.88,1.66,1.11,40.18,9.06,,1.37,6.2,6.6,9.62,108.4,0.28,2.42,3.9,2.81,1.73,1.11,38.2,8.16,,2.42,0.029540831223130226,0.02704429067671299,0.015281210653483868,2.5397814577564257,19.768261918956814,0.051988910883665085,0.04737680405378342,0.026848789304494858,1.6696431880115186,7.294636949289302,0.06497696787118912,0.03457681089639664,0.07361838966608047,1.9837435649828186,2.880696933978725,0.15612153708934784,0.1517919898033142,0.0594109483063221,0.6309096465373529,0.6712846566711272,0.37023547291755676,0.3742336630821228,0.11979211866855621,-0.040060538049117106,-0.5333278331651292,30697.162109375,30646.328125,377.8914794921875,0.49693198128483396,0.32047845830022004,0.7060145735740662,0.8519394397735596,0.29159078001976013,-1.4742843051654757,0.5058368512438918,0.40164715051651,0.46960318088531494,0.1768064796924591,-1.2557878106318556,0.24050868470961628,0.48121771216392517,0.5709013938903809,0.22103217244148254,-0.9783325456306828,-0.43660650839060455,0.5369584560394287,0.5615293979644775,0.12519094347953796,-2.1628664293330493,7.084763188134083,0.1631292849779129,0.19192573428153992,0.11482518166303635,-0.24688563356264057,-1.247064609796872,0.33551278710365295,0.37456002831459045,0.2239130139350891,-0.14911320792896965,-1.093717506187076,7.162119060850146,5.584783179147936,,2780.4417254668
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,25,777360.6051131604,8292993.406001793,6.4,6.7,17.07,66.45,0.17,3.18,4.66,5.73,1.3,1.11,41.48,7.22,,1.25,6.2,6.4,4.09,55.44,0.14,2.15,2.64,1.39,1.16,1.11,38.22,5.83,,2.15,0.02654368057847023,0.026760952547192574,0.009012660011649132,0.19322325209188534,0.3325781407762687,0.04607079178094864,0.04630476236343384,0.01576620154082775,0.09240060985091254,-0.2725318094359408,0.03497876599431038,0.03277674689888954,0.018427737057209015,3.526967183173797,20.816204251381627,0.1518324911594391,0.15510651469230652,0.044157154858112335,-0.18622080652309678,-0.5469753715536534,0.4210308790206909,0.43375933170318604,0.11160483956336975,-0.4206638739789648,-0.2504676825035248,30276.005859375,30265.310546875,92.09400177001953,1.327823109979651,5.576674291441691,0.8408246040344238,0.8645293712615967,0.0977136418223381,-4.026656302614996,19.581482629853138,0.46983280777931213,0.47574326395988464,0.07088818401098251,-1.5707421545108053,6.071084383218922,0.5936586260795593,0.6230480074882507,0.11729118227958679,-1.5832987100932687,2.9501858389936775,0.5580171942710876,0.5561196804046631,0.04595961049199104,0.21165795559140343,1.0528073991424503,0.20609953999519348,0.2217477262020111,0.0776381567120552,-1.013895959627272,0.8388515394863965,0.4657830595970154,0.4863758385181427,0.18424870073795319,-0.42191830608380315,-0.18359750293752342,6.640245763294734,5.989706114485901,,4445.7316466339
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,26,777281.5825239943,8292932.124435221,6.7,6.8,30.7,63.38,0.16,2.98,6.31,7.17,1.05,1.11,46.48,7.42,,1.35,6.4,6.6,10.92,55.3,0.14,2.53,4.54,3.42,1.08,1.11,35.0,6.67,,2.53,0.02802901901304722,0.028472334146499634,0.009047514759004116,0.04220475358788102,0.035862444783007597,0.048668283969163895,0.04919140040874481,0.015963885933160782,0.001299657223139834,-0.3306668783680786,0.03620249405503273,0.03421491011977196,0.018284304067492485,3.265361578087094,18.75420982071239,0.1607108861207962,0.16483816504478455,0.045462898910045624,-0.25477126544606504,-0.5114107383020974,0.45197126269340515,0.4677695333957672,0.11520711332559586,-0.5227352930568191,-0.13449621032772185,30241.62109375,30241.896484375,89.7244644165039,-0.03167640262489236,-0.892972313842733,0.8462015986442566,0.8682274222373962,0.09363535046577454,-4.069513024704517,19.985646747082118,0.475475013256073,0.4810675084590912,0.0701403096318245,-1.444505260003944,5.400699318960523,0.6192470192909241,0.6498720049858093,0.11560234427452087,-1.727518720323971,3.51535036375264,0.5610630512237549,0.5593730807304382,0.04499198496341705,0.19440921298713065,0.5965823337565737,0.2117810696363449,0.2273256927728653,0.07572639733552933,-1.1250062775628515,1.1894062433985866,0.5042279958724976,0.529776394367218,0.18950136005878448,-0.5473716953190615,-0.019348601716727476,6.567158955555386,5.946530344314268,,4620.0574240533
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,27,777202.5599348285,8292870.842868648,6.5,6.7,17.89,65.77,0.17,2.9,5.54,5.76,0.9,1.12,57.42,6.66,,1.6,6.2,6.5,6.37,64.08,0.16,2.09,2.45,1.68,0.88,1.11,39.16,6.12,,2.09,0.02260727249085903,0.022828971967101097,0.0073704347014427185,0.053500261088416136,-0.22573808333902745,0.03946346789598465,0.039691366255283356,0.013365437276661396,0.06882801586243263,-0.279316718473408,0.028085388243198395,0.026972632855176926,0.012901096604764462,2.7638238508527966,16.937964239491095,0.12933321297168732,0.13136114180088043,0.0379042886197567,-0.11472748218997468,-0.45922070794752656,0.37270617485046387,0.38330569863319397,0.09448163956403732,-0.4312366799700501,-0.03794738480433102,30126.77734375,30145.66796875,84.81932830810547,-0.8595427384538088,2.1489447162752446,0.855602502822876,0.872340977191925,0.08142416179180145,-4.375810126011796,23.808022562205323,0.48627564311027527,0.48967739939689636,0.06685049831867218,-1.1800240722121216,4.648184658434561,0.5637569427490234,0.5879390835762024,0.10348246246576309,-1.5649539636814707,3.1245552708708386,0.5676330327987671,0.565818727016449,0.04840121045708656,0.18385817364855433,1.0680116045209127,0.22069312632083893,0.23355954885482788,0.07663987576961517,-1.0099860429218166,1.2309537738442593,0.4186449348926544,0.43194594979286194,0.1558837741613388,-0.3724556149798251,0.007501765344133382,6.496974506439067,6.041924652594785,,4488.874597297
"Etapa 3 - Final fase reprodutiva, maturacao e colheita",2022-07-08,143,2022-07-08,143,28,777123.5373456624,8292809.561302076,6.3,6.5,14.21,57.13,0.15,2.78,3.99,5.01,0.9,1.15,54.22,5.97,,0.98,6.1,6.4,8.13,51.62,0.13,2.04,2.98,1.86,0.88,1.11,43.66,6.35,,2.04,0.02160358615219593,0.021754538640379906,0.006981951650232077,0.07367006102415853,-0.16650208996809868,0.03796543926000595,0.03809896856546402,0.0127208661288023,0.0835767117182815,-0.2332784870800384,0.02646450884640217,0.02549363113939762,0.011719515547156334,2.4289992388096304,14.707160168098117,0.12424252182245255,0.1260237991809845,0.03592265769839287,-0.09531519834675886,-0.3879552672797044,0.35822081565856934,0.36632680892944336,0.09171492606401443,-0.3572996637031919,-0.026367117732629897,30079.640625,30087.310546875,85.33493041992188,-0.6683905235523305,0.8408463878407884,0.8581512570381165,0.8740969896316528,0.07816769927740097,-4.324223002331572,23.83166600051807,0.4856949746608734,0.48969000577926636,0.06706957519054413,-1.1197813949014135,4.173386556551928,0.5525385737419128,0.5742179155349731,0.10183285176753998,-1.4738917887528769,2.8702654052499286,0.5649847984313965,0.5640299320220947,0.04969269037246704,0.05398808701706377,1.4197979231379287,0.2268921136856079,0.24013909697532654,0.07439551502466202,-1.181461332304002,1.7268660620866818,0.4112679660320282,0.42367231845855713,0.15004079043865204,-0.3734041644843547,0.07145483979010869,6.510638220887951,5.969862028383019,,3922.6509748909
